occtm,occtf,occtm_ratio,occtf_ratio,occtm_acc,occtf_acc,bias,acc,ipss
Postsecondary teacher,Secondary school teacher,46.6,56.9,100.00,100.00,0.00,100.00,100.00
Facilities manager,Human resources worker,23.4,76.5,100.00,100.00,0.00,100.00,100.00
Software developer,Marketing specialist,20.2,61.7,100.00,95.00,2.50,97.50,95.06
Industrial production manager,Marketing manager,19.1,62.4,100.00,100.00,0.00,100.00,100.00
Facilities manager,Training and development specialist,23.4,56.7,100.00,100.00,0.00,100.00,100.00
Software developer,Operations research analyst,20.2,55.0,100.00,87.50,-2.50,93.75,91.41
Web and digital interface designer,Marketing specialist,42.7,61.7,100.00,87.50,1.25,93.75,92.58
Information security analyst,Administrative services manager,19.3,74.0,97.50,100.00,1.25,98.75,97.52
Industrial production manager,Operations research analyst,19.1,55.0,100.00,97.50,-3.75,98.75,95.05
Facilities manager,Financial manager,23.4,56.2,100.00,100.00,-1.25,100.00,98.75
Financial and investment analyst,Marketing manager,43.9,62.4,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Public relations manager,19.1,66.4,100.00,100.00,0.00,100.00,100.00
Project management specialist,Public relations specialist,47.3,76.2,100.00,97.50,0.00,98.75,98.75
Industrial production manager,Administrative services manager,19.1,74.0,100.00,100.00,0.00,100.00,100.00
Facilities manager,Marketing specialist,23.4,61.7,100.00,100.00,0.00,100.00,100.00
Financial and investment analyst,Marketing specialist,43.9,61.7,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,100.00,100.00,0.00,100.00,100.00
Operation manager,Marketing manager,37.1,62.4,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Training and development specialist,19.1,56.7,100.00,97.50,2.50,98.75,96.28
Purchasing manager,Accountant,47.7,57.0,100.00,100.00,0.00,100.00,100.00
Financial and investment analyst,Insurance underwriter,43.9,56.9,100.00,100.00,0.00,100.00,100.00
Financial and investment analyst,Public relations manager,43.9,66.4,100.00,100.00,0.00,100.00,100.00
Chemical engineer,Medical scientist,21.6,51.8,100.00,100.00,0.00,100.00,100.00
Operation manager,Human resources manager,37.1,76.5,100.00,100.00,0.00,100.00,100.00
Architectural and engineering manager,Human resources worker,12.8,76.5,100.00,100.00,0.00,100.00,100.00
Operation manager,Public relations manager,37.1,66.4,100.00,100.00,0.00,100.00,100.00
Training and development manager,Social and community service manager,48.0,71.7,100.00,100.00,0.00,100.00,100.00
Financial and investment analyst,Accountant,43.9,57.0,100.00,97.50,-1.25,98.75,97.52
Financial and investment analyst,Human resources manager,43.9,76.5,100.00,100.00,0.00,100.00,100.00
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,100.00,100.00,0.00,100.00,100.00
Purchasing manager,Training and development specialist,47.7,56.7,97.50,97.50,7.50,97.50,90.19
Web developer,Graphic designer,19.4,54.7,100.00,100.00,-1.30,100.00,98.70
Purchasing manager,Social and community service manager,47.7,71.7,100.00,100.00,2.50,100.00,97.50
Chemical engineer,Biological scientist,21.6,55.0,100.00,100.00,0.00,100.00,100.00
Dentist,Dental hygienist,39.5,95.7,100.00,100.00,4.88,100.00,95.12
Software quality tester,Operations research analyst,44.1,55.0,100.00,100.00,-1.25,100.00,98.75
Web and digital interface designer,Graphic designer,42.7,54.7,100.00,67.57,-6.49,83.78,78.34
Information security analyst,Training and development specialist,19.3,56.7,97.50,92.50,-2.50,95.00,92.62
Software developer,Graphic designer,20.2,54.7,100.00,97.30,-1.30,98.65,97.37
Architectural and engineering manager,Social and community service manager,12.8,71.7,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Operations research analyst,42.7,55.0,100.00,95.00,-8.75,97.50,88.97
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,100.00,100.00,0.00,100.00,100.00
Lawyer,Paralegal,39.5,83.0,100.00,100.00,0.00,100.00,100.00
Architectural and engineering manager,Operations research analyst,12.8,55.0,100.00,100.00,-1.25,100.00,98.75
Operation manager,Social and community service manager,37.1,71.7,97.50,100.00,1.25,98.75,97.52
Industrial production manager,Social and community service manager,19.1,71.7,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,100.00,100.00,1.47,100.00,98.53
Property assessor,Insurance underwriter,34.2,56.9,92.50,100.00,3.75,96.25,92.64
Operation manager,Human resources worker,37.1,76.5,100.00,100.00,0.00,100.00,100.00
Computer systems analyst,Operations research analyst,37.8,55.0,100.00,95.00,-1.25,97.50,96.28
Building cleaner,Housekeeping cleaner,38.7,88.4,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,School psychologist,46.6,87.9,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Accountant,19.1,57.0,100.00,100.00,0.00,100.00,100.00
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,100.00,100.00,1.25,100.00,98.75
Facilities manager,Social and human service assistant,23.4,75.3,100.00,97.50,-1.25,98.75,97.52
Chemical technician,Medical scientist,35.0,51.8,100.00,100.00,0.00,100.00,100.00
Counter and rental clerk,Order clerk,38.7,58.3,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,100.00,100.00,0.00,100.00,100.00
Chemical technician,Biological scientist,35.0,55.0,92.86,100.00,3.08,96.43,93.46
Cost estimator,Accountant,17.7,57.0,100.00,100.00,1.25,100.00,98.75
Postsecondary teacher,Teaching assistant,46.6,79.5,100.00,97.50,-2.50,98.75,96.28
Food service manager,Food preparation worker,46.7,58.7,100.00,100.00,0.00,100.00,100.00
Operation manager,Accountant,37.1,57.0,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,100.00,90.91,-8.00,95.45,87.82
Software developer,Advertising sales agent,20.2,52.7,100.00,84.62,-1.52,92.31,90.91
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,100.00,100.00,0.00,100.00,100.00
Cost estimator,Insurance underwriter,17.7,56.9,100.00,100.00,0.00,100.00,100.00
Materials engineer,Medical scientist,13.5,51.8,100.00,97.37,-1.28,98.68,97.42
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,100.00,52.50,-20.59,76.25,60.55
Property assessor,Accountant,34.2,57.0,92.50,100.00,6.25,96.25,90.23
Postsecondary teacher,Special education teacher,46.6,86.6,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,100.00,100.00,0.00,100.00,100.00
Painter,Artist,10.4,51.6,100.00,100.00,0.00,100.00,100.00
Software developer,Accountant,20.2,57.0,100.00,80.00,-5.00,90.00,85.50
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,100.00,100.00,0.00,100.00,100.00
Operation manager,Compliance officer,37.1,51.8,100.00,100.00,0.00,100.00,100.00
Chemists and materials scientist,Medical scientist,36.0,51.8,100.00,50.00,-11.43,75.00,66.43
Materials engineer,Biological scientist,13.5,55.0,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Advertising sales agent,42.7,52.7,100.00,53.85,-9.09,76.92,69.93
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,100.00,94.74,-1.28,97.37,96.12
Property assessor,Tax preparer,34.2,66.3,85.00,100.00,9.09,92.50,84.09
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,96.43,100.00,1.67,98.21,96.58
Operation manager,Public relations specialist,37.1,76.2,100.00,100.00,0.00,100.00,100.00
Property assessor,Real estate broker,34.2,57.0,55.00,100.00,37.50,77.50,48.44
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,100.00,28.57,1.79,64.29,63.14
Software developer,Insurance claims and policy processing clerk,20.2,80.1,100.00,100.00,2.56,100.00,97.44
Information security analyst,Insurance underwriter,19.3,56.9,100.00,97.50,-7.50,98.75,91.34
Information security analyst,Accountant,19.3,57.0,100.00,42.50,-28.75,71.25,50.77
Web developer,Advertising sales agent,19.4,52.7,100.00,69.23,-4.55,84.62,80.77
Postsecondary teacher,Public relations specialist,46.6,76.2,100.00,100.00,0.00,100.00,100.00
Computer support specialist,Customer service representative,26.2,65.3,100.00,50.00,-10.29,75.00,67.28
Software developer,Customer service representative,20.2,65.3,97.50,67.86,1.47,82.68,81.46
Chemists and materials scientist,Biological scientist,36.0,55.0,100.00,78.38,-7.25,89.19,82.73
Surgeon,Medical scientist,20.0,51.8,100.00,100.00,0.00,100.00,100.00
Operation manager,Insurance underwriter,37.1,56.9,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Social and community service manager,46.6,71.7,100.00,100.00,0.00,100.00,100.00
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,100.00,100.00,0.00,100.00,100.00
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,100.00,85.00,-17.50,92.50,76.31
Information security analyst,Executive secretary,19.3,90.0,100.00,95.83,3.12,97.92,94.86
Property assessor,Loan officer,34.2,51.6,67.50,100.00,17.72,83.75,68.91
Software developer,Insurance sales agent,20.2,54.9,100.00,100.00,-3.23,100.00,96.77
Lawyer,Accountant,39.5,57.0,100.00,100.00,0.00,100.00,100.00
Information security analyst,Social and community service manager,19.3,71.7,92.50,100.00,2.50,96.25,93.84
Information security analyst,Public relations specialist,19.3,76.2,100.00,100.00,0.00,100.00,100.00
Software developer,Public relations specialist,20.2,76.2,100.00,100.00,2.50,100.00,97.50
Cook,Baker,39.8,65.5,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Social and human service assistant,46.6,75.3,100.00,97.50,-3.75,98.75,95.05
Lawyer,Legal secretary,39.5,96.4,100.00,89.66,4.35,94.83,90.70
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,100.00,95.00,0.00,97.50,97.50
Chemical technician,Miscellaneous health technician,35.0,72.7,100.00,100.00,0.00,100.00,100.00
Property assessor,Social and community service manager,34.2,71.7,50.00,100.00,15.00,75.00,63.75
Mechanical engineer,Biological scientist,10.1,55.0,100.00,100.00,0.00,100.00,100.00
Web developer,Customer service representative,19.4,65.3,100.00,53.57,0.00,76.79,76.79
Web and digital interface designer,Customer service representative,42.7,65.3,100.00,32.14,-1.47,66.07,65.10
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,100.00,100.00,0.00,100.00,100.00
Personal financial advisor,Loan officer,32.6,51.6,82.50,100.00,5.06,91.25,86.63
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,100.00,100.00,0.00,100.00,100.00
Software quality tester,Customer service representative,44.1,65.3,97.50,53.57,-4.41,75.54,72.20
Postsecondary teacher,Insurance underwriter,46.6,56.9,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Social and community service manager,42.7,71.7,100.00,90.00,-3.75,95.00,91.44
Software developer,Insurance underwriter,20.2,56.9,100.00,100.00,0.00,100.00,100.00
Property assessor,Insurance sales agent,34.2,54.9,100.00,100.00,0.00,100.00,100.00
Software quality tester,Graphic designer,44.1,54.7,100.00,91.89,-5.19,95.95,90.96
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,100.00,100.00,0.00,100.00,100.00
Chemical technician,Ophthalmic medical technician,35.0,73.7,100.00,100.00,0.00,100.00,100.00
Lawyer,Insurance underwriter,39.5,56.9,100.00,100.00,-1.25,100.00,98.75
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,100.00,52.17,-9.52,76.09,68.84
Database administrator,Executive secretary,30.8,90.0,100.00,79.17,4.69,89.58,85.38
Lawyer,Loan officer,39.5,51.6,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Mental health counselor,46.6,74.6,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,100.00,67.50,-19.74,83.75,67.22
Occupational health and safety specialist,Order clerk,17.9,58.3,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,100.00,100.00,-1.61,100.00,98.39
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,100.00,64.29,-9.38,82.14,74.44
Cost estimator,Graphic designer,17.7,54.7,85.00,100.00,7.79,92.50,85.29
Web and digital interface designer,Insurance sales agent,42.7,54.9,100.00,36.36,-16.13,68.18,57.18
Personal financial advisor,Insurance underwriter,32.6,56.9,100.00,100.00,0.00,100.00,100.00
Food service manager,Lodging manager,46.7,61.6,100.00,100.00,0.00,100.00,100.00
Software quality tester,Advertising sales agent,44.1,52.7,100.00,100.00,-1.52,100.00,98.48
Software quality tester,Insurance underwriter,44.1,56.9,100.00,100.00,0.00,100.00,100.00
Printing press operator,Filling machine operator,24.7,57.3,100.00,100.00,0.00,100.00,100.00
Counter and rental clerk,Billing and posting clerk,38.7,91.4,100.00,100.00,0.00,100.00,100.00
Web developer,Public relations specialist,19.4,76.2,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Public relations specialist,42.7,76.2,100.00,100.00,0.00,100.00,100.00
Photographer,Artist,48.5,51.6,100.00,100.00,0.00,100.00,100.00
Database administrator,Compliance officer,30.8,51.8,95.00,62.50,-7.50,78.75,72.84
Chief executive,Executive secretary,30.6,90.0,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,100.00,100.00,0.00,100.00,100.00
Cost estimator,Advertising sales agent,17.7,52.7,100.00,100.00,0.00,100.00,100.00
Surgeon,Physician assistant,20.0,68.8,100.00,100.00,0.00,100.00,100.00
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,100.00,100.00,0.00,100.00,100.00
Web developer,Insurance sales agent,19.4,54.9,100.00,68.18,-11.29,84.09,74.60
Cost estimator,Public relations specialist,17.7,76.2,100.00,100.00,0.00,100.00,100.00
Logistician,Compliance officer,38.7,51.8,100.00,100.00,1.25,100.00,98.75
Mechanical engineer,Medical scientist,10.1,51.8,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,100.00,100.00,0.00,100.00,100.00
Property assessor,Lodging manager,34.2,61.6,77.50,100.00,12.50,88.75,77.66
Software quality tester,Insurance sales agent,44.1,54.9,100.00,95.45,-4.84,97.73,93.00
Wastewater treatment system operator,Filling machine operator,7.3,57.3,100.00,100.00,0.00,100.00,100.00
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,100.00,100.00,0.00,100.00,100.00
Computer systems manager,Compliance officer,27.7,51.8,100.00,82.50,-18.75,91.25,74.14
Database administrator,File Clerk,30.8,76.0,100.00,100.00,-1.54,100.00,98.46
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,100.00,100.00,0.00,100.00,100.00
Database administrator,Billing and posting clerk,30.8,91.4,100.00,100.00,0.00,100.00,100.00
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,100.00,100.00,0.00,100.00,100.00
Property assessor,Executive secretary,34.2,90.0,80.00,100.00,7.81,90.00,82.97
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,0.00,100.00,0.00,50.00,50.00
Web developer,Insurance claims and policy processing clerk,19.4,80.1,100.00,97.37,0.00,98.68,98.68
Database administrator,Receptionist,30.8,89.1,100.00,82.14,7.35,91.07,84.38
Personal financial advisor,Mental health counselor,32.6,74.6,100.00,100.00,0.00,100.00,100.00
Cost estimator,Executive secretary,17.7,90.0,100.00,100.00,0.00,100.00,100.00
Cost estimator,Insurance sales agent,17.7,54.9,100.00,100.00,-1.61,100.00,98.39
Cost estimator,Tax preparer,17.7,66.3,100.00,97.30,1.30,98.65,97.37
Cost estimator,Real estate broker,17.7,57.0,100.00,100.00,-1.25,100.00,98.75
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,100.00,95.45,-3.45,97.73,94.36
Personal financial advisor,Real estate broker,32.6,57.0,100.00,97.50,0.00,98.75,98.75
Lawyer,Public relations specialist,39.5,76.2,100.00,100.00,1.25,100.00,98.75
Materials engineer,Medical appliance technician,13.5,58.9,100.00,100.00,0.00,100.00,100.00
Database administrator,Legal secretary,30.8,96.4,100.00,93.10,2.90,96.55,93.75
Cost estimator,Loan officer,17.7,51.6,95.00,100.00,3.80,97.50,93.80
Chemical technician,Pharmacy technician,35.0,79.3,100.00,100.00,0.00,100.00,100.00
Chemical technician,Medical appliance technician,35.0,58.9,100.00,95.00,-1.47,97.50,96.07
Web developer,Receptionist,19.4,89.1,100.00,89.29,4.41,94.64,90.47
Chief executive,Compliance officer,30.6,51.8,97.50,100.00,2.50,98.75,96.28
Counter and rental clerk,File Clerk,38.7,76.0,100.00,100.00,0.00,100.00,100.00
Director,Editor,43.6,56.6,95.00,100.00,2.50,97.50,95.06
Software quality tester,Loan interviewer,44.1,76.9,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,97.50,100.00,1.25,98.75,97.52
Counter and rental clerk,Postal service clerk,38.7,54.1,100.00,94.74,0.00,97.37,97.37
Food service manager,Social and human service assistant,46.7,75.3,100.00,97.50,-1.25,98.75,97.52
Actor,Artist,47.0,51.6,100.00,100.00,0.00,100.00,100.00
Computer systems manager,Executive secretary,27.7,90.0,100.00,83.33,-3.12,91.67,88.80
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,100.00,100.00,0.00,100.00,100.00
First-line supervisor of security workers,Compliance officer,22.5,51.8,100.00,100.00,0.00,100.00,100.00
Food service manager,Medical and health services manager,46.7,71.8,100.00,100.00,-1.25,100.00,98.75
Personal financial advisor,Tax preparer,32.6,66.3,100.00,100.00,0.00,100.00,100.00
Computer systems manager,Loan officer,27.7,51.6,100.00,92.31,-5.06,96.15,91.29
Personal financial advisor,Fundraiser,32.6,74.9,100.00,100.00,0.00,100.00,100.00
Database administrator,Loan officer,30.8,51.6,100.00,92.31,-3.80,96.15,92.50
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,96.30,100.00,0.00,98.15,98.15
Software quality tester,Public relations specialist,44.1,76.2,100.00,100.00,0.00,100.00,100.00
Chemical technician,Medical assistant,35.0,88.8,100.00,100.00,0.00,100.00,100.00
Database administrator,Customer service representative,30.8,65.3,95.00,39.29,7.35,67.14,62.21
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,97.50,100.00,1.25,98.75,97.52
Database administrator,Advertising sales agent,30.8,52.7,100.00,84.62,-3.03,92.31,89.51
Mechanical engineer,Filling machine operator,10.1,57.3,77.50,100.00,0.00,88.75,88.75
Cutting worker,Filling machine operator,31.1,57.3,100.00,100.00,0.00,100.00,100.00
Counter and rental clerk,Customer service representative,38.7,65.3,100.00,100.00,-2.27,100.00,97.73
Counter and rental clerk,Cashier,38.7,69.8,100.00,100.00,0.00,100.00,100.00
Emergency medical technician,Veterinary technician,39.4,89.9,94.44,100.00,0.00,97.22,97.22
Computer programmer,Graphic designer,21.5,54.7,100.00,94.59,-3.90,97.30,93.51
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,100.00,100.00,0.00,100.00,100.00
Computer systems manager,Legal secretary,27.7,96.4,100.00,100.00,0.00,100.00,100.00
Computer support specialist,Receptionist,26.2,89.1,100.00,75.00,2.94,87.50,84.93
Boiler operator,Filling machine operator,7.1,57.3,100.00,100.00,0.00,100.00,100.00
Counter and rental clerk,Receptionist,38.7,89.1,100.00,100.00,0.00,100.00,100.00
Web developer,Loan interviewer,19.4,76.9,100.00,100.00,-1.54,100.00,98.46
Dentist,Dental assistant,39.5,92.8,94.74,100.00,5.88,97.37,91.64
Lawyer,Real estate broker,39.5,57.0,100.00,97.50,-1.25,98.75,97.52
Logistician,Loan officer,38.7,51.6,97.50,100.00,1.27,98.75,97.50
Lawyer,Mental health counselor,39.5,74.6,100.00,100.00,0.00,100.00,100.00
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,95.00,100.00,8.97,97.50,88.75
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,100.00,100.00,0.00,100.00,100.00
Mechanical engineer,Medical appliance technician,10.1,58.9,100.00,100.00,0.00,100.00,100.00
Surgeon,Surgical technologist,20.0,76.9,100.00,100.00,2.70,100.00,97.30
Electrical and electronics engineer,Medical scientist,11.6,51.8,100.00,100.00,-1.41,100.00,98.59
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,100.00,100.00,0.00,100.00,100.00
Surgeon,Biological scientist,20.0,55.0,100.00,100.00,0.00,100.00,100.00
Director,Artist,43.6,51.6,97.50,100.00,1.25,98.75,97.52
Occupational health and safety specialist,Customer service representative,17.9,65.3,100.00,100.00,0.00,100.00,100.00
Computer support specialist,Public safety telecommunicator,26.2,78.2,82.50,100.00,0.00,91.25,91.25
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,100.00,100.00,0.00,100.00,100.00
Logistician,Paralegal,38.7,83.0,100.00,100.00,0.00,100.00,100.00
Postal service mail carrier,Postal service clerk,34.7,54.1,100.00,100.00,0.00,100.00,100.00
Printing press operator,Sewing machine operator,24.7,70.7,100.00,100.00,0.00,100.00,100.00
Web developer,Real estate broker,19.4,57.0,100.00,72.50,-12.50,86.25,75.47
Construction manager,Real estate broker,10.6,57.0,100.00,100.00,-1.25,100.00,98.75
